year,president,party,sentence
1946,Truman,Democratic,"But the United States will not recognize any such government. 7.We believe that all nations should have the freedom of the seas and equal rights to the navigation of boundary rivers and waterways and of rivers and waterways which pass through more than one country. 8.We believe that all states which are accepted in the society of nations should have access on equal terms to the trade and the raw materials of the world. 9.We believe that the sovereign states of the Western Hemisphere, without interference from outside the Western Hemisphere, must work together as good neighbors in the solution of their common problems. 10.We believe that full economic collaboration between all nations, great and small, is essential to the improvement of living conditions all over the world, and to the establishment of freedom from fear and freedom from want. 11.We shall continue to strive to promote freedom of expression and freedom of religion throughout the peace-loving areas of the world. 12.We are convinced that the preservation of peace between nations requires a United Nations Organization composed of all the peace-loving nations of the world who are willing jointly to use force, if necessary, to insure peace."
1946,Truman,Democratic,That is our foreign policy.
1946,Truman,Democratic,We may not always fully succeed in our objectives.
1946,Truman,Democratic,There may be instances where the attainment of those objectives is delayed.
1946,Truman,Democratic,But we will not give our full sanction and approval to actions which fly in the face of these ideals.
1946,Truman,Democratic,The world has a great stake in the political and economic future of Germany.
1946,Truman,Democratic,The Allied Control Council has now been in operation there for a substantial period of time..
1946,Truman,Democratic,It has not met with unqualified success.
1946,Truman,Democratic,The accommodation of varying views of four governments in the day-to-day civil administration of occupied territory is a challenging task.
1946,Truman,Democratic,"In my judgment, however, the Council has made encouraging progress in the face of most serious difficulties."
1946,Truman,Democratic,It is my purpose at the earliest practicable date to transfer from military to civilian personnel the execution of United States participation in the government of occupied territory in Europe.
1946,Truman,Democratic,We are determined that effective control shall be maintained in Germany until we are satisfied that the German people have regained the right to a place of honor and respect.
1946,Truman,Democratic,"On the other side of the world, a method of international cooperation has recently been agreed upon for the treatment of Japan."
1946,Truman,Democratic,"In this pattern of control, the United States, with the full approval of its partners, has retained primary authority and primary responsibility."
1946,Truman,Democratic,"It will continue to do so until the Japanese people, by their own freely expressed choice, choose their own form of government."
1946,Truman,Democratic,"Our basic policy in the Far East is to encourage the development of a strong, independent, united, and democratic China."
1946,Truman,Democratic,That has been the traditional policy of the United States.
1946,Truman,Democratic,"At Moscow the United States, the Union of Soviet Socialist Republics, and Great Britain agreed to further this development by supporting the efforts of the national government and nongovernmental Chinese political elements in bringing about cessation of civil strife and in broadening the basis of representation in the Government."
1946,Truman,Democratic,That is the policy which General Marshall is so ably executing today.
1946,Truman,Democratic,It is the purpose of the Government of the United States to proceed as rapidly as is practicable toward the restoration of the sovereignty of Korea and the establishment of a democratic government by the free choice of the people of Korea.
